,titles_authors
10,"[""don't mess with texas, christie craig"", 'love overboard, janet evanovich', 'the fall up, aly martinez', 'love hacked, penny reid', 'wife for hire, janet evanovich', 'five minutes late, rich amooi', 'full tilt, janet evanovich', 'the bachelorette party, karen mccullah lutz', 'houston, we have a problem, erin mccarthy', 'the wedding kiss, lucy kevin', 'dating without novocaine, lisa cach', 'happily ever ninja, penny reid', 'last chance saloon, marian keyes', '10 dates, emily james', ""bobbie faye's very (very, very, very) bad day, toni mcgee causey"", 'sizzle (great escapes), jennifer crusie', 'angels, marian keyes', 'smitten, janet evanovich', 'the nanny, melissa nathan', 'for better, for worse, carole matthews', 'yankee doodle dixie, lisa patton', 'lucy sullivan is getting married, marian keyes', 'welcome to temptation, jennifer crusie', 'crazy for you, jennifer crusie', 'charlotte street, danny wallace', 'the little lady agency, hester browne', 'the other side of someday, t.k. leigh', 'the birds & the bees, milly johnson', 'baking bree, sarah west', 'a promising man, elizabeth young', 'manhunt, janet evanovich', 'neanderthal marries human, penny reid', 'every girl does it, rachel van dyken', 'the assistant, elle brace', 'thinking of you, jill mansell', 'thirty-two going on spinster, becky monson', 'the next big thing, johanna edwards', 'you and me, always, jill mansell', 'crazy little thing, tracy brogan', 'neanderthal seeks human, penny reid', 'magnolia wednesdays, wendy wax', ""the ladies' room, carolyn brown"", 'blissed, jamie farrell', 'burning moon, jo watson', 'full scoop, janet evanovich', 'after the rain, jo watson', 'thanksgiving, janet evanovich', 'life from scratch, melissa ford', 'the best medicine, tracy brogan', 'nadia knows best, jill mansell', 'sushi for beginners, marian keyes', 'maldito karma, david safier', 'foul play, steffie hall', 'the smart one and the pretty one, claire lazebnik', 'those pricey thakur girls, anuja chauhan', 'finding southern comfort, barbara lohr', 'claiming victory, beverley watts', 'simply divine, wendy holden', 'polo, jilly cooper', 'v is for virgin, kelly oram', 'and one last thing ..., molly harper', 'the allure of dean harper, r.s. grey', 'full bloom, janet evanovich', 'summer at sea, beth labonte', ""every boy's got one, meg cabot"", ""it's raining men, milly johnson"", ""girls' poker night, jill a. davis"", 'full blast, janet evanovich', 'deep dish, mary kay andrews', ""whistlin' dixie in a nor'easter, lisa patton"", 'always room for cupcakes, bethany lopez', 'man at work, elaine fox']"
11,"['birdman, mo hayder', 'the other girl, erica spindler', 'bleed for me, michael robotham', 'killing floor, lee child', 'friendly fire, john gilstrap', 'depraved heart, patricia cornwell', 'blackout, david rosenfelt', 'the st. paul conspiracy, roger stelljes', 'i, michael bennett, james patterson', 'the wanted, robert crais', 'buried prey, john sandford', 'mad river, john sandford', 'the people vs. alex cross, james patterson', 'who killed palomino molero?, mario vargas llosa', 'family jewels, stuart woods', 'private sector, brian haig', 'the naturalist, andrew mayne', 'true blue, david baldacci', 'the widow, fiona barton', 'hold still, lisa regan', 'all day and a night, alafair burke', ""shoot don't shoot, j.a. jance"", 'the fourth monkey, j.d. barker', 'indelible, karin slaughter', 'private games, james patterson', 'alex cross, run, james patterson', 'the children return, martin walker', 'poisonous, allison brennan', 'a hidden secret, linda castillo', 'the skin collector, jeffery deaver', 'fallen, karin slaughter', 'snatched, karin slaughter', 'nypd red 3, james patterson', 'all mortal flesh, julia spencer-fleming', 'trace, patricia cornwell', 'unseen, karin slaughter']"
12,"['the grace year, kim liggett', 'planet of the apes, pierre boulle', 'supernova, marissa meyer', 'borne, jeff vandermeer', 'feed, m.t. anderson', 'little fuzzy, h. beam piper', 'złodziej dusz, aneta jadowska', 'undivided, neal shusterman', 'the fever code, james dashner', 'half way home, hugh howey', 'the book of etta, meg elison', 'catharsis, travis bagwell', 'the ferryman, justin cronin', 'future home of the living god, louise erdrich', 'ready player one, ernest cline', 'post-apocalyptic nomadic warriors, benjamin wallace', 'hunter, mercedes lackey', 'mortal engines, philip reeve', 'dark eden, chris beckett', 'early riser, jasper fforde', ""predator's gold, philip reeve"", 'the champion, scott sigler', 'internment, samira ahmed', 'our dark duet, victoria schwab', 'the mvp, scott sigler', 'destrózame, tahereh mafi', 'all rights reserved, gregory scott katsoulis', 'spliced, jon mcgoran', 'the true meaning of smekday, adam rex', 'the book of flora, meg elison', 'matched, ally condie', 'divided we fall, trent reedy', 'star wars, beth revis', 'amanecer rojo, pierce brown', 'feedback, robison wells', 'the finisher, david baldacci', 'steelheart, brandon sanderson', 'planeta małp, pierre boulle', 'the atlantis world, a.g. riddle', 'the final trade, joe hart', 'golden age, james maxwell', 'the atopia chronicles, matthew mather', 'son, lois lowry', 'ich fürchte mich nicht, tahereh mafi', 'a better world, marcus sakey', 'the maze runner, james dashner', 'renegades, marissa meyer', 'the first city, joe hart', 'the night masquerade, nnedi okorafor', 'calamity, brandon sanderson', 'red side story, jasper fforde', 'fragments, dan wells', 'umberland, wendy spinale', 'firefight, brandon sanderson', 'paradyzja, janusz a. zajdel', 'annihilation, jeff vandermeer', 'bluescreen, dan wells', 'phantasmen, kai meyer', 'the young world, chris weitz', 'the left hand of god, paul hoffman', 'dotyk julii, tahereh mafi', 'unbound, neal shusterman', 'brilliance, marcus sakey', 'wake, robert j. sawyer', 'mitosis, brandon sanderson', 'a darkling plain, philip reeve', 'cylinder van troffa, janusz a. zajdel', 'il labirinto, james dashner', 'the vagrant, peter newman', 'zenith, sasha alsberg']"
13,"['snapped, laura griffin', 'deep freeze, lisa jackson', 'ghost moon, karen robards', 'forgotten secrets, robin perini', 'windmills of the gods, sidney sheldon', 'running scared, lisa jackson', 'the cabin, natasha preston', 'guilty, karen robards', 'nine coaches waiting, mary stewart', 'conspiracy of silence, martha powers', 'leaving annalise, pamela fagan hutchins', 'the sands of time, sidney sheldon', ""someone else's daughter, linsey lanier"", 'master of the game, sidney sheldon', 'either side of midnight, tori de clare', 'dead wrong, mariah stewart', 'point blank, catherine coulter', 'forbidden fruit, erica spindler', 'malice, lisa jackson', 'away from the dark, aleatha romig', 'fortune, erica spindler', 'a dark lure, loreth anne white', 'left to die, lisa jackson', 'into the light, aleatha romig', 'before she dies, rita herron', 'unspoken, lisa jackson', 'born to die, lisa jackson', 'chosen to die, lisa jackson', 'chill factor, sandra brown', ""say you're sorry, melinda leigh"", 'the winter people, phyllis a. whitney', 'killing fear, allison brennan', 'shattered silk, barbara michaels', 'justice for sara, erica spindler', 'trust me, brenda novak', 'dark paradise, tami hoag', 'exclusive, sandra brown', 'the copenhagen connection, elizabeth peters', 'hot blooded, lisa jackson', 'riptide, catherine coulter', 'apparent wind, dawn lee mckenna', 'finding harmony, pamela fagan hutchins', 'this rough magic, mary stewart', 'absolute fear, lisa jackson', 'bogeyman, gayle wilson', 'the cove, catherine coulter', 'the target, catherine coulter', ""sidney sheldon's mistress of the game, tilly bagshawe"", 'touch not the cat, mary stewart', 'cry wolf, tami hoag', 'amanda, kay hooper', 'if she only knew, lisa jackson', 'death echo, elizabeth lowell', 'the sky is falling, sidney sheldon', 'silent run, barbara freethy', 'revenge, lisa jackson']"
14,"['sacrificial magic, stacia kane', 'darkness falls, cate tiernan', 'siege, k.f. breene', 'mistwood, leah cypess', 'death at peony house, krista walsh', 'talon, julie kagawa', 'trickery, jaymin eve', 'born of water (elemental origins, #1), a.l. knorr', 'red winter, annette marie', 'inferno, julie kagawa', 'the indigo spell, richelle mead', 'the scarlet thread, d.s. murphy', 'watercolour smile, jane washington', 'eternally yours, cate tiernan', 'the summoning, kelley armstrong', 'born of earth (elemental origins, #3), a.l. knorr', 'only a monster, vanessa len', 'persuasion, jaymin eve', 'clockwork prince, cassandra clare', 'chain of gold, cassandra clare', 'the circle, mats strandberg', 'banished, sophie littlefield', 'silver shadows, richelle mead', 'untold, sarah rees brennan', 'valkyrie rising, ingrid paulson', 'soldier, julie kagawa', 'rogue, julie kagawa', 'nice dragons finish last, rachel aaron', 'the queen of zombie hearts, gena showalter', 'unspoken, sarah rees brennan', 'the faerie war, rachel morgan', 'seeds of discovery, breeana puttroff', 'the reckoning, kelley armstrong', 'black heart, holly black', 'smokeless fire, samantha young', 'red glove, holly black', 'ruby, francesca lia block', 'the ruby circle, richelle mead', 'the fiery heart, richelle mead', 'the changelings, elle casey', 'advent, james treadwell', 'the lost book of the white, cassandra clare', 'one good dragon deserves another, rachel aaron', 'what to buy the shadowhunter who has everything, cassandra clare', 'midnight frost, jennifer estep', 'hemlock, kathleen peacock', 'clockwork princess, cassandra clare', 'when the sea is rising red, cat hellisen', 'the bane chronicles, cassandra clare', 'unholy magic, stacia kane', 'undead, kirsty mckay', 'immortal beloved, cate tiernan', 'dark tempest, annette marie', 'chasing magic, stacia kane', 'warped, maurissa guibord', 'tales from the shadowhunter academy, cassandra clare', 'firespell, chloe neill', 'storm, brigid kemmerer', 'arabesque, aprilynne pike', 'the runaway queen, cassandra clare', 'immortal fire, annette marie', 'vampires, scones, and edmund herondale, cassandra clare', 'the awakening, kelley armstrong', 'the curse keepers, denise grover swank', 'unmade, sarah rees brennan', 'ascendant, diana peterfreund', 'príncipe mecánico, cassandra clare', 'bloodlines, richelle mead', 'le cronache di magnus bane, cassandra clare', 'the fall of the hotel dumort, cassandra clare', 'touched, corrine jackson', 'mondsilbertraum, marah woolf', ""the demon's lexicon, sarah rees brennan"", 'la principessa, cassandra clare', 'chosen at nightfall, c.c. hunter']"
15,"['indian killer, sherman alexie', 'friends, lovers, chocolate, alexander mccall smith', 'adrift, c.g. cooper', 'bleachers, john grisham', 'the sex lives of siamese twins, irvine welsh', 'the eyes are the best part, monika kim', 'carthage, joyce carol oates', 'the amber fury, natalie haynes', 'the furies, natalie haynes', 'the death of bunny munro, nick cave', 'the tumor, john grisham', 'black sheep, rachel harrison', 'fire exit, morgan talty', 'shotgun alley, andrew klavan', 'the mordida man, ross thomas', 'drift, marion pauw']"
16,"['august moon, jess lourey', 'swan for the money, donna andrews', 'above the bridge, deborah garner', 'hook, line and blinker, jana deleon', 'all murders final!, sherry harris', 'later gator, jana deleon', 'dead in the water, denise swanson', 'too big to miss, sue ann jaffarian', 'scene of the grind, tonya kappes', ""one tequila, tricia o'malley"", 'a deadly delicious delivery, cindy bell', 'death of a mad hatter, jenn mckinlay', 'owls well that ends well, donna andrews', 'murder in the secret garden, ellery adams', 'dearly depotted, kate collins', 'read it and weep, jenn mckinlay', 'to helvetica and back, paige shelton', 'cockatiels at seven, donna andrews', 'three silver doves, deborah garner', 'the devil drinks coffee, destiny ford', 'a high-end finish, kate carlisle', 'cold as ice, julie mulhern', 'slay it with flowers, kate collins', ""mum's the word, kate collins"", 'ax to grind, tonya kappes', 'the diva serves high tea, krista davis', 'marigolds and murder, london lovett', 'crouching buzzard, leaping loon, donna andrews', 'the way of the wicked, ellery adams', 'soldiers of fortune, jana deleon', 'clammed up, barbara ross', 'murder with peacocks, donna andrews', 'cappuccinos, cupcakes, and a corpse, harper lin', 'the moonglow cafe, deborah garner', 'apple turnover murder, joanne fluke', 'gator bait, jana deleon', ""tequila four, tricia o'malley"", 'heaven to betsy, pamela fagan hutchins', 'fortune hunter, jana deleon', 'bookman dead style, paige shelton', 'by hook or by crook, betty hechtman', 'swamp team 3, jana deleon', 'book, line and sinker, jenn mckinlay', 'the right attitude to rain, alexander mccall smith', ""three tequilas, tricia o'malley""]"
17,"['the body in the woods, april henry', 'girls on fire, robin wasserman', 'with malice, eileen cook', 'the fever, megan abbott', 'to catch a killer, sheryl scarborough', 'the secret billionaire, teymour shahabi', 'dangerous girls, abigail haas', 'when we were worthy, marybeth mayhew whalen', 'nine liars, maureen johnson', 'truly, devious, maureen johnson', 'the leaving, tara altebrando', 'the final gambit, jennifer lynn barnes', 'the end of everything, megan abbott', 'grown, tiffany d. jackson', 'follow me back, a.v. geiger', 'suddenly a murder, lauren muñoz', 'watching glass shatter, james j. cudney', 'little monsters, kara thomas', 'deathwatch, robb white', 'the hand on the wall, maureen johnson', 'the third twin, c.j. omololu', 'i have no secrets, penny joelson', 'allegedly, tiffany d. jackson', '#murdertrending, gretchen mcneil', 'the night she disappeared, april henry', 'this is our story, ashley elston', 'a kind of intimacy, jenn ashworth', 'ruthless, carolyn lee adams', 'the inheritance games, jennifer lynn barnes', 'bad girls with perfect faces, lynn weingarten', 'death at morning house, maureen johnson', 'the cheerleaders, kara thomas', 'reconstructing amelia, kimberly mccreight', 'the basic eight, daniel handler', 'the amateurs, sara shepard', 'sadie, courtney summers', 'the vanishing stair, maureen johnson', '13 minutes, sarah pinborough', 'time bomb, joelle charbonneau', 'the hawthorne legacy, jennifer lynn barnes', 'the promise of a lie, howard roughan', 'suicide notes from beautiful girls, lynn weingarten', 'genuine fraud, e. lockhart', ""monday's not coming, tiffany d. jackson"", 'adventures in funeral crashing, milda harris', 'all fall down, ally carter', 'vanishing girls, lauren oliver', 'family of liars, e. lockhart', 'perfect family, pam lewis', 'the lying game, sara shepard', '13 minuten, sarah pinborough', 'awake, natasha preston', 'after the woods, kim savage', 'gone too far, natalie d. richards', 'lying about last summer, sue wallman', 's.t.a.g.s, m.a. bennett', 'fragments of the lost, megan miranda', 'a catered murder, isis crawford', 'we were liars, e. lockhart']"
18,"['witch is when life got complicated, adele abbott', 'witch is when it all began, adele abbott', 'witch slapped, danielle garrett', 'witch way home, danielle garrett', 'a spell of trouble, leighann dobbs', ""murder's a witch, danielle garrett"", 'a cast-off coven, juliet blackwell', 'opal fire, barbra annino', 'twice the witch, danielle garrett', 'every witch way but wicked, amanda m. lee', 'the trouble with witches, amanda m. lee', 'bloodstone, barbra annino', 'a tale of (two) 3 witches, barbra annino', 'seashells, spells & caramels, erin johnson', 'potions and pastries, bailey cates', 'miss spelled, morgana best', 'witching on a star, amanda m. lee', 'magic and macaroons, bailey cates', 'wisteria witches, angela pepper', ""tiger's eye, barbra annino"", 'witch me luck, amanda m. lee', 'dark, witch & creamy, h.y. hanna', 'black arts, tarts & gypsy carts, erin johnson', 'curse the day, annabel chase', 'the bigfoot blunder, amanda m. lee', 'some enchanted éclair, bailey cates', 'witching you were here, amanda m. lee', 'magic & murder, annabel chase', 'magic & mystery, annabel chase', 'murder most witchy, amanda m. lee']"
19,"['friends and lovers, eric jerome dickey', 'flyy girl, omar tyree', 'milk in my coffee, eric jerome dickey', ""white man's justice, black man's grief, donald goines"", 'sisters & lovers, connie briscoe', 'distracted, alexandra warren', ""thieves' paradise, eric jerome dickey"", 'midnight, sister souljah', 'if this world were mine, e. lynn harris', 'a deeper love inside, sister souljah', 'i say a little prayer, e. lynn harris', 'abide with me, e. lynn harris', 'secrets of a side bitch - the simone campbell story, jessica n. watkins']"
20,"['brighton beach memoirs, neil simon', 'murder in the cathedral, t.s. eliot', ""long day’s journey into night, eugene o'neill"", 'fool for love, sam shepard', 'the witches, david wood', 'the miracle worker, william gibson', 'this is our youth, kenneth lonergan', 'anna in the tropics, nilo cruz', 'she stoops to conquer, oliver goldsmith', 'the roman spring of mrs. stone, tennessee williams', 'west side story, irving shulman', 'the phantom of the opera, andrew lloyd webber', ""harper lee's to kill a mockingbird, christopher sergel"", ""one flew over the cuckoo's nest , dale wasserman"", 'into the woods, stephen sondheim', '4.48 psychosis, sarah kane', 'king henry vi, part 2, william shakespeare', 'no exit and three other plays, jean-paul sartre', 'the shape of things, neil labute', 'a view from the bridge, arthur miller', 'sweeney todd, stephen sondheim', 'the complete phantom of the opera, george c. perry', 'happy days, samuel beckett', 'the good woman of setzuan, bertolt brecht', 'twelve angry men, reginald rose', 'king john, william shakespeare', 'endgame, samuel beckett', 'the importance of being earnest and four other plays, oscar wilde', 'machinal, sophie treadwell', 'american buffalo, david mamet', 'arcadia, tom stoppard', ""who's afraid of virginia woolf?, edward albee"", 'almost, maine, john cariani', 'noises off, michael frayn', 'the father, august strindberg', 'true west, sam shepard', ""'art', yasmina reza"", 'the master builder, henrik ibsen', 'our town, thornton wilder', 'coriolanus, william shakespeare', 'the motherfucker with the hat, stephen adly guirgis', 'hedda gabler, henrik ibsen', ""our country's good, timberlake wertenbaker"", 'inherit the wind, jerome lawrence', 'lady windermere’s fan, oscar wilde', 'becket, jean anouilh', 'the elephant man, bernard pomerance', 'richard iii, william shakespeare', 'the taming of the shrew, william shakespeare', 'east is east, ayub khan-din', 'babylon heights, irvine welsh', 'equus, peter shaffer', 'six characters in search of an author, luigi pirandello', 'waiting for godot, samuel beckett', 'the sense and sensibility screenplay and diaries, emma thompson', 'proof, david auburn', 'the caucasian chalk circle, bertolt brecht', 'henry vi, part 3, william shakespeare', 'la tempestad, william shakespeare', 'a streetcar named desire, tennessee williams', 'king henry iv, part 1, william shakespeare', 'angels in america, tony kushner', 'the school for scandal, richard brinsley sheridan', 'clybourne park, bruce norris', 'all my sons, arthur miller', 'fleabag, phoebe waller-bridge', 'oleanna, david mamet', 'the compleat works of wllm shkspr, reduced shakespeare company', 'a woman of no importance, oscar wilde', 'fiddler on the roof, joseph stein', 'cyrano de bergerac, edmond rostand', 'four major plays, henrik ibsen', 'suddenly last summer, tennessee williams', 'a few good men, aaron sorkin', 'burn this, lanford wilson', 'rabbit hole, david lindsay-abaire', 'the bacchae, euripides', 'salomé, oscar wilde', 'death and the maiden, ariel dorfman', 'volpone, ben jonson', 'wolf hall / bring up the bodies, hilary mantel', 'incendies, wajdi mouawad', 'the libation bearers, aeschylus', 'copenhagen, michael frayn', 'the good person of szechwan, bertolt brecht', 'the real inspector hound and other plays, tom stoppard', 'edipo rey / antígona / medea, sophocles', 'the lion in winter, james goldman', 'the threepenny opera, bertolt brecht', 'henry vi, part 1, william shakespeare', 'henry vi, part 2, william shakespeare', 'der gute mensch von sezuan, bertolt brecht', ""the devil's disciple, george bernard shaw"", ""a doll's house, henrik ibsen"", 'edward ii, christopher marlowe', 'the post office, rabindranath tagore', 'disgraced, ayad akhtar', 'amadeus, peter shaffer']"
21,"[""the letter of marque, patrick o'brian"", ""blue at the mizzen, patrick o'brian"", 'fire and sword, simon scarrow', ""h.m.s. surprise, patrick o'brian"", ""the yellow admiral, patrick o'brian"", ""the reverse of the medal, patrick o'brian"", ""sharpe's sword, bernard cornwell"", ""sharpe's battle, bernard cornwell"", ""post captain, patrick o'brian"", ""sharpe's escape, bernard cornwell"", ""sharpe's trafalgar, bernard cornwell"", ""sharpe's regiment, bernard cornwell"", ""clarissa oakes, patrick o'brian"", ""sharpe's devil, bernard cornwell"", ""master & commander, patrick o'brian"", 'we, the drowned, carsten jensen', ""the thirteen-gun salute, patrick o'brian"", ""the nutmeg of consolation, patrick o'brian"", 'centurion, simon scarrow', ""the mauritius command, patrick o'brian"", ""sharpe's triumph, bernard cornwell"", ""sharpe's rifles, bernard cornwell"", 'vindolanda, adrian goldsworthy', ""sharpe's siege, bernard cornwell"", ""sharpe's fury, bernard cornwell"", ""sharpe's prey, bernard cornwell"", ""sharpe's tiger, bernard cornwell"", ""sharpe's waterloo, bernard cornwell"", 'the fields of death, simon scarrow', ""sharpe's company, bernard cornwell"", 'redeployment, phil klay', ""the surgeon's mate, patrick o'brian"", ""sharpe's revenge, bernard cornwell"", ""the wine-dark sea, patrick o'brian"", ""sharpe's honor, bernard cornwell"", 'mr. midshipman hornblower, c.s. forester', ""sharpe's fortress, bernard cornwell"", ""sharpe's havoc, bernard cornwell"", ""the commodore, patrick o'brian"", 'bones of the hills, conn iggulden', ""sharpe's enemy, bernard cornwell"", ""the eagle's prophecy, simon scarrow"", ""sharpe's gold, bernard cornwell""]"
22,"['riley in the morning, sandra brown', 'posdata, cecelia ahern', 'love, rosie, cecelia ahern', 'something about you, julie james', 'the dating plan, sara desai', 'pictures of lily, paige toon', 'head over heels, jill shalvis', 'born in shame, nora roberts', 'send no flowers, sandra brown', 'mouth to mouth, erin mccarthy', 'waking up married, mira lyn kelly', 'covet, tracey garvis-graves', ""heaven's price, sandra brown"", 'on dublin street, samantha young', 'a hopeless romantic, harriet evans', 'love unrehearsed, tina reber', 'love from paris, alexandra potter', 'chasing daisy, paige toon', 'come away with me, ruth cardello', 'angel falls, kristin hannah', 'the marriage trap, jennifer probst', 'lucy in the sky, paige toon', 'the next best thing, kristan higgins', 'the billionaire next door, jessica bird', 'a kept woman, louise bagshawe', 'falling for you, jill mansell', 'the winston brothers, lori foster', 'heir untamed, danielle bourdon', 'unsticky, sarra manning', 'from this moment on, bella andre', 'i heart new york, lindsey kelk', 'take a chance on me, jennifer dawson', 'searching for someday, jennifer probst', 'suddenly last summer, sarah morgan', 'double standards, judith mcnaught', 'in the mood for love, beth ciotta', 'the way you look tonight, bella andre', 'maid for the billionaire, ruth cardello', 'less of a stranger, nora roberts', 'the sweetest thing, lilian darcy', 'the one we fell in love with, paige toon', 'you had me at hello, mhairi mcfarlane', 'looking for trouble, victoria dahl', 'kaleidoscope, danielle steel', 'baby be mine, paige toon', 'undercover love, lucy score', 'the proposal, lily zante', 'conceal, juliana stone', 'anything but sweet, candis terry', 'see jane date, melissa senate', 'never too much, lori foster', 'mr. fixer upper, lucy score', 'me without you, kelly rimmer', 'simply irresistible, jill shalvis', 'separate beds, lavyrle spencer', 'talk me down, victoria dahl', 'a perfect proposal, katie fforde', ""the boat builder's bed, kris pearson"", 'the mulberry tree, jude deveraux', 'the pride of jared mackade, nora roberts', 'just one of the guys, kristan higgins', 'the finishing touches, hester browne', 'i only have eyes for you, bella andre', 'love handles, gretchen galway', 'thanks for the memories, cecelia ahern', 'at any price, brenna aubrey', 'breakfast in bed, sandra brown', 'fool for love, marie force', 'malice, danielle steel', ""lily's white lace, carolyn brown"", 'late night talking, leslie schnur', 'lipstick jungle, candace bushnell', ""the billionaire's inconvenient obsession, nadia lee*"", 'open house, jill mansell', ""adam's fall, sandra brown"", 'the cosy teashop in the castle, caroline roberts', 'the house on the beach, linda barrett', 'love irresistibly, julie james', 'the wedding gift, lucy kevin', 'anything but love, beth ciotta', 'power play, danielle steel', 'marine for hire, tawna fenske', 'take a chance on me, jill mansell', 'love unscripted, tina reber', 'born in fire, nora roberts', 'where rainbows end, cecelia ahern', ""love the one you're with, lauren layne"", 'simplesmente acontece, cecelia ahern', ""i do (but i don't), cara lockwood"", 'dear john, nicholas sparks', 'change of heart, jude deveraux', 'on the island, tracey garvis-graves', 'cariño, cuánto te odio, sally thorne', 'instant attraction, jill shalvis', ""it's in his heart, shelly alexander"", 'the overnight socialite, bridie clark', 'queen of babble, meg cabot', 'johnny be good, paige toon', 'diary of an oxygen thief, anonymous', 'tiger prince, erin st. claire', 'flying changes, sara gruen', ""jude's law, lori foster"", 'table for five, susan wiggs', 'fearless in love, bella andre', 'resisting the bad boy - nice girl to love, vol 1, violet duke', 'mists of the serengeti, leylah attar', 'me and mr. darcy, alexandra potter', 'the return of rafe mackade, nora roberts', 'falling star, diana dempsey', 'the beach street knitting society and yarn club, gil mcneil', 'a soft place to fall, barbara bretton', 'a walk to remember, nicholas sparks', 'coming home, priscilla glenn', 'instant gratification, jill shalvis', 'always mine, ruth cardello']"
23,"['pistols for two, georgette heyer', 'the black hawk, joanna bourne', 'affair, amanda quick', 'how to catch a wild viscount, tessa dare', 'the mysterious death of mr. darcy, regina jeffers', 'dangerous, amanda quick', ""lady sophie's christmas wish, grace burrowes"", 'petals on the river, kathleen e. woodiwiss', 'yours until dawn, teresa medeiros', 'reckless, amanda quick', 'the lady of the lakes, josi s. kilpack', 'a rose in winter, kathleen e. woodiwiss', 'the season, sarah maclean', 'the silent governess, julie klassen', 'deception, amanda quick', ""mr. darcy's noble connections, abigail reynolds"", 'the wicked wedding of miss ellie vyne, jayne fresina', 'my lord john, georgette heyer', 'veils of silk, mary jo putney', 'lord of scoundrels, loretta chase', 'a heartless design, elizabeth cole', 'ravished, amanda quick', 'a matter of class, mary balogh', 'the maid of fairbourne hall, julie klassen', 'miracles, judith mcnaught', 'guardian angel, julie garwood', 'only with your love, lisa kleypas', 'miss delacourt speaks her mind, heidi ashworth', 'gentle rogue, johanna lindsey', 'green eyes, karen robards', ""the spymaster's lady, joanna bourne"", 'i love the earl, caroline linden', 'the governess affair, courtney milan', ""lady jenny's christmas portrait, grace burrowes"", ""once upon a winter's eve, tessa dare"", ""darcy's temptation, regina jeffers"", ""smuggler's lady, jane feather"", 'refine, nichole van', 'mr. darcy came to dinner, jack caldwell', 'duty and desire, pamela aidan', 'the other mr. darcy, monica fairview', 'the independence of miss mary bennet, colleen mccullough', 'the toll-gate, georgette heyer', 'the beloved one, danelle harmon', 'the quiet gentleman, georgette heyer', 'the heiress of winterwood, sarah e. ladd', 'claiming the duchess, sherry thomas', 'come love a stranger, kathleen e. woodiwiss', 'the perfect bride for mr. darcy, mary lydon simonsen', ""mr. darcy's obsession, abigail reynolds"", ""darcy's voyage, kara louise"", 'cousin kate, georgette heyer', 'only mr. darcy will do, kara louise', ""seven nights in a rogue's bed, anna campbell"", 'the reluctant widow, georgette heyer', 'a school for brides, patrice kindl', 'the gift, julie garwood', 'the darcys & the bingleys, marsha altman', 'a kiss at midnight, eloisa james', 'a lady at willowgrove hall, sarah e. ladd', 'touch of a thief, mia marlowe', 'a quest for mr darcy, cassandra grafton', 'the perfect match, lory lilian']"
