,titles_authors
1466,"['return from tomorrow, george g. ritchie', 'the life of our lord, charles dickens', 'sparkly green earrings, melanie shankle', 'one hundred birds taught me to fly, ashley mae hoiland', 'tattoos on the heart, gregory boyle', 'heaven is for real, todd burpo', 'flash, rachel anne ridge', 'have a little faith, mitch albom']"
1467,"['apple tree christmas, trinka hakes noble', ""jotham's journey, arnold ytreeide"", ""the baker's dozen, aaron shepard"", 'the christmas miracle of jonathan toomey, susan wojciechowski']"
1468,"['the curse of the wendigo, rick yancey', 'witch child, celia rees', 'worlds of ink and shadow, lena coakley', 'the last necromancer, c.j. archer', 'the poison diaries, maryrose wood', 'the sweet far thing, libba bray', 'camille, tess oliver', 'darker still, leanna renee hieber', 'a great and terrible beauty, libba bray', 'mister creecher, chris priestley', 'daughters unto devils, amy lukavics', 'the gathering storm, robin bridges', 'guardian of the gate, michelle zink', 'these ruthless deeds, tarun shanker', 'rebel angels, libba bray', ""l'angelo, cassandra clare"", 'freaks, annette curtis klause', 'distant waves, suzanne weyn', 'clockwork angel, cassandra clare']"
1469,"['cruel love, kate brian']"
1470,"['the house of medici, christopher hibbert', 'louis xiv, olivier bernier', 'born to rule, julia p. gelardi', 'the house by the lake, thomas harding', 'lucrezia borgia, sarah bradford', 'the fall of the roman empire, peter heather', 'victorians undone , kathryn hughes', 'christmas, judith flanders', 'the great sea, david abulafia', 'the birth of britain, winston s. churchill', 'alexander the great, sean patrick', 'the new world, winston s. churchill', 'the children of henry viii, alison weir', 'the age of revolution, winston s. churchill', 'the faithful executioner, joel f. harrington', 'notorious royal marriages, leslie carroll', 'marie-thérèse, child of terror, susan nagel', 'the twelve caesars, suetonius', 'sex with the queen, eleanor herman', 'an uncommon woman - the empress frederick, hannah pakula', 'augustus, anthony everitt', 'badass, ben thompson', 'the sisters of henry viii, maria perry', 'mary tudor, anna whitelock', 'sex with kings, eleanor herman', ""elizabeth's women, tracy borman"", 'the lady queen, nancy goldstone']"
1471,[]
1472,"[""reno's chance, lora leigh""]"
1473,"[""before it's too late, sara driscoll"", 'time to hunt, stephen hunter', 'three days and a life, pierre lemaitre', 'high heat, lee child', 'pale horse coming, stephen hunter', 'jack and kill, diane capri', 'from manhattan with love, christopher smith', 'the modigliani scandal, ken follett', 'shots fired, c.j. box', 'hit me, lawrence block', 'de eetclub, saskia noort', 'legado en los huesos, dolores redondo', 'ofrenda a la tormenta, dolores redondo', 'el pantano de las mariposas, federico axat', 'sleepwalker, wendy corsi staub']"
1474,"['all i need, susane colasanti', 'kiss me kill me, lauren henderson', 'before i die, jenny downham', 'dead to you, lisa mcmann', 'breathing underwater, alex flinn', 'candy, kevin brooks', 'romiette and julio, sharon m. draper', 'how to say goodbye in robot, natalie standiford', 'the infinite moment of us, lauren myracle', ""i'll be there, holly goldberg sloan"", 'i want to live, lurlene mcdaniel', 'the off season, catherine gilbert murdock', 'if i stay, gayle forman', 'boy toy, barry lyga', 'janie face to face, caroline b. cooney', 'love, stargirl, jerry spinelli', 'dairy queen, catherine gilbert murdock', 'prey, lurlene mcdaniel', 'audrey, wait!, robin benway', 'dying to know you, aidan chambers', 'the cardturner, louis sachar', 'the disreputable history of frankie landau-banks, e. lockhart', 'the universe is expanding and so am i, carolyn mackler', 'sweethearts, sara zarr', 'jane, april lindner', 'reality boy, a.s. king', 'broken soup, jenny valentine', ""dumplin', julie murphy"", 'a rose for melinda, lurlene mcdaniel', 'boys like you, juliana stone', ""puddin', julie murphy"", 'amor amargo, jennifer brown', ""nick and norah's infinite playlist, rachel cohn"", 'if i stay - jika aku tetap di sini, gayle forman']"
1475,"['the golden gate, vikram seth', 'the minority report, philip k. dick', 'death benefits, nelson demille', 'the davinci code, josh mcdowell', 'snow, mike bond', 'the will trent series 7-book bundle, karin slaughter', 'the calcutta chromosome, amitav ghosh', 'the rozabal line, ashwin sanghi', 'lágrimas en la lluvia, rosa montero', 'liar game, volume 1, shinobu kaitani', 'la oscuridad de los colores, martin blasco', 'the mordida man, ross thomas', 'drift, marion pauw', 'ripple effect, l.t. ryan']"
1476,"['run, blake crouch', 'vox, christina dalcher', 'malorie, josh malerman', 'high-rise, j.g. ballard', 'caixa de pássaros, josh malerman', 'total recall, philip k. dick', 'ghosts, nicholas sansbury smith', 'feral, james demonaco', 'the running man, richard bachman', 'the fireman, joe hill', 'symbiont, mira grant', 'the long walk, richard bachman', 'the last town, blake crouch', 'we can remember it for you wholesale, philip k. dick', 'wayward, blake crouch', 'the violence, delilah s. dawson', 'blackout, marc elsberg', 'hell divers, nicholas sansbury smith', 'bird box, josh malerman', 'parasite, mira grant', 'chimera, mira grant', 'menschenjagd, richard bachman']"
1477,"['charade, sandra brown']"
1478,"['the underground railroad, colson whitehead', 'the son, philipp meyer', 'call me zelda, erika robuck', 'of women and salt, gabriela garcia', 'the nickel boys, colson whitehead', 'salt creek, lucy treloar', 'river sing me home, eleanor shearer', 'north woods, daniel mason', 'valentine, elizabeth wetmore', 'the pearl that broke its shell, nadia hashimi', 'the wind knows my name, isabel allende', 'there are rivers in the sky, elif shafak', 'the signature of all things, elizabeth gilbert', 'lilli de jong, janet benton', 'the weight of ink, rachel kadish', 'go as a river, shelley read', 'the orchardist, amanda coplin', 'banyan moon, thao thai', 'lillian boxfish takes a walk, kathleen rooney', 'lincoln in the bardo, george saunders', 'how much of these hills is gold, c pam zhang', 'unsheltered, barbara kingsolver', ""hamnet, maggie o'farrell"", 'euphoria, lily king', 'the covenant of water, abraham verghese', 'the dutch house, ann patchett', 'the girls, emma cline', 'lucky us, amy bloom', 'manhattan beach, jennifer egan', 'james, percival everett', 'the great divide, cristina henríquez', 'the master butchers singing club, louise erdrich', 'the lincoln highway, amor towles', 'four treasures of the sky, jenny tinghui zhang', 'the vanishing half, brit bennett', ""the marriage portrait, maggie o'farrell"", 'heimkehren, yaa gyasi', 'fruit of the drunken tree, ingrid rojas contreras', 'the vaster wilds, lauren groff', 'west of here, jonathan evison', 'wolf hall, hilary mantel', 'a gentleman in moscow, amor towles', 'great circle, maggie shipstead']"
1479,"[""the third policeman, flann o'brien"", 'dubliners, james joyce', 'the collected poems of w.b. yeats, w.b. yeats', 'opened ground, seamus heaney', 'death of a naturalist, seamus heaney', 'a portrait of the artist as a young man, james joyce', 'murphy, samuel beckett', 'watt, samuel beckett', 'ulysses, james joyce', 'the last september, elizabeth bowen', 'a portrait of the artist as a young man / dubliners, james joyce', 'molloy, samuel beckett', 'gente di dublino, james joyce']"
1480,"['the angel tree, lucinda riley', 'before i met you, lisa jewell', 'the woman in the wood, lesley pearse', 'lady jayne disappears, joanna davidson politano', 'the secret, kathryn hughes', 'amy snow, tracy rees', 'bittersweet, nevada barr', 'crocodile on the sandbank, elizabeth peters', 'master and god, lindsey davis', 'crow hollow, michael wallace', 'footsteps in the dark, georgette heyer', 'absent in the spring, mary westmacott', 'this was a man, jeffrey archer', 'that summer, lauren willig', 'the seventh veil of salome, silvia moreno-garcia']"
1481,"['privilege, kate brian', 'size 12 is not fat, meg cabot', 'the book of tomorrow, cecelia ahern', 'confessions, kate brian', 'perfect mistake, kate brian', 'beautiful disaster, kate brian', 'vanished, kate brian', 'last christmas, kate brian', 'ominous, kate brian', 'untouchable, kate brian', 'prep, curtis sittenfeld', 'revelation, kate brian', 'inner circle, kate brian', 'invitation only, kate brian', 'the pink hotel, anna stothard', 'the tragedy paper, elizabeth laban', 'vengeance, kate brian', 'taking the reins, katrina abbott']"
1482,"['learn me good, john pearson', 'the short bus, jonathan mooney', 'the freedom writers diary, erin gruwell']"
1483,"['the judgment of paris, ross king', 'broad strokes, bridget quinn', 'the lives of the artists, giorgio vasari', 'dear theo, vincent van gogh', 'the secret art of dr. seuss, dr. seuss', 'the power of art, simon schama', ""michelangelo and the pope's ceiling, ross king"", 'the letters of vincent van gogh, vincent van gogh', ""the lady in gold, anne-marie o'connor"", 'leonardo and the last supper, ross king', ""brunelleschi's dome, ross king"", 'frida, hayden herrera', 'hieronymus bosch, stefan fischer', 'frida kahlo, andrea kettenmann', 'the feud that sparked the renaissance, paul robert walker']"
1484,"['clarity, kim harrington', 'the rising, kelley armstrong', 'after obsession, carrie jones', 'personal demons, lisa desrochers', 'the darkest gate, s.m. reine', 'with all my soul, rachel vincent', 'reign check, michelle rowen', 'dance of shadows, yelena black', 'secret, brigid kemmerer', 'prom dates from hell, rosemary clement-moore', 'shadow demons, sarra cannon', 'dark union, s.m. reine']"
1485,"['a woman is no man, etaf rum', 'pineapple street, jenny jackson', 'before we visit the goddess, chitra banerjee divakaruni', 'a spool of blue thread, anne tyler', 'the summer guest, justin cronin', 'black cake, charmaine wilkerson', 'a house without windows, nadia hashimi', 'demon copperhead, barbara kingsolver', 'free food for millionaires, min jin lee', 'astonish me, maggie shipstead', 'my name is leon, kit de waal', 'homeland elegies, ayad akhtar', 'silver sparrow, tayari jones', 'perfect, rachel joyce', 'christodora, tim murphy', 'everything i never told you, celeste ng', 'the year we left home, jean thompson', ""the children's crusade, ann packer"", 'bel canto, ann patchett']"
1486,"['the outside boy, jeanine cummins', 'an irish country girl, patrick taylor', ""fingal o'reilly, irish doctor, patrick taylor"", 'the princes of ireland, edward rutherfurd', 'an irish country wedding, patrick taylor', 'an irish country courtship, patrick taylor', 'an irish country doctor, patrick taylor', 'the magdalen girls, v.s. alexander', 'the rebels of ireland, edward rutherfurd', 'an irish country village, patrick taylor', 'a dublin student doctor, patrick taylor', 'the true and splendid history of the harristown sisters, michelle lovric']"
1487,"['holding up the universe, jennifer niven', 'the way i used to be, amber smith', 'if he had been with me, laura nowlin', '...and a happy new year?, holly bourne', 'a thousand broken pieces, tillie cole', 'weightless, sarah bannan', 'if only i had told her, laura nowlin', 'turtles all the way down, john green']"
1488,"['the dice man, luke rhinehart']"
1489,"['the distant echo, val mcdermid', 'black widow, christopher brookmyre', 'when will there be good news?, kate atkinson', 'white nights, ann cleeves', 'when the devil drives, christopher brookmyre', 'cold earth, ann cleeves', 'perfect prey, helen sarah fields', 'raven black, ann cleeves', 'blue lightning, ann cleeves', 'perfect remains, helen sarah fields', 'where the bodies are buried, christopher brookmyre', 'the end of the wasp season, denise mina', 'the skeleton road, val mcdermid', 'red bones, ann cleeves', 'rather be the devil, ian rankin', 'the blackhouse, peter may', 'still midnight, denise mina', 'never somewhere else, alex gray', 'the lewis man, peter may', 'a darker domain, val mcdermid', 'the reborn, lin anderson']"
1490,"['d.n.angel, vol. 3, yukiru sugisaki', 'd.n.angel, vol. 8, yukiru sugisaki', 'love hina, vol. 04, ken akamatsu', 'love hina, vol. 14, ken akamatsu', 'love hina, vol. 05, ken akamatsu', 'd.n.angel, vol. 2, yukiru sugisaki', 'd.n.angel, vol. 1, yukiru sugisaki', 'love hina, vol. 02, ken akamatsu', 'ranma ½, vol. 3, rumiko takahashi']"
1491,"['beg, borrow or steal, susie tate', 'the soul mate, kendall ryan', 'dr. ob, max monroe', 'dr. neuro, max monroe']"
1492,"['local girl missing, claire douglas', '3 a.m., nick pirog']"
1493,"['tim gunn, tim gunn', 'lauren conrad style, lauren conrad']"
1494,"['while the savage sleeps, andrew e. kaufman', 'summer of fear, lois duncan', ""the devil's advocate, andrew neiderman"", 'the night sister, jennifer mcmahon', 'the warning, jonas saul', 'helltown, jeremy bates', ""don't breathe a word, jennifer mcmahon"", 'the stopped heart, julie myerson', 'cold fire, dean koontz', 'the shining, stephen king', 'spirits in the trees, morgan hannah macdonald', 'the omen, david seltzer', 'black creek crossing, john saul', 'dragon tears, dean koontz', 'in the dark of the night, john saul', 'the end of temperance dare, wendy webb', 'suicide forest, jeremy bates', 'the vision, dean koontz', 'rosemary’s baby, ira levin', 'the moonlit mind, dean koontz', 'el resplandor, stephen king', 'ashley bell, dean koontz', 'innocence, dean koontz', 'the neighbor, dean koontz', 'shining, stephen king', 'the right hand of evil, john saul', 'tick tock, dean koontz', 'the servants of twilight, leigh nichols', 'the association, bentley little', 'the sentinel, jeffrey konvitz', 'no good deed, m.p. mcdonald', 'the wedding gift, kathleen mckenna']"
